"C02584V03137","Vehicle Category","C01841V02268","Type of Fuel","TLIST(M1)","Month","STATISTIC","Statistic Label","UNIT","VALUE"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","200912","2009M12","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201001","2010M01","TDM01C1","All Vehicle Registrations","Number","4"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201001","2010M01","TDM01C2","New Vehicle Registrations","Number","4"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201001","2010M01","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201002","2010M02","TDM01C1","All Vehicle Registrations","Number","12"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201002","2010M02","TDM01C2","New Vehicle Registrations","Number","10"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201002","2010M02","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201003","2010M03","TDM01C1","All Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201003","2010M03","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201003","2010M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201004","2010M04","TDM01C1","All Vehicle Registrations","Number","3"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201004","2010M04","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201004","2010M04","TDM01C3","Second Hand Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201005","2010M05","TDM01C1","All Vehicle Registrations","Number","2"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201005","2010M05","TDM01C2","New Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201005","2010M05","TDM01C3","Second Hand Vehicle Registrations","Number","1"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201006","2010M06","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201006","2010M06","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","3","Other fuel types","201006","2010M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200601","2006M01","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200601","2006M01","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200601","2006M01","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200602","2006M02","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200602","2006M02","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200602","2006M02","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200603","2006M03","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200603","2006M03","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200603","2006M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200604","2006M04","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200604","2006M04","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200604","2006M04","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200605","2006M05","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200605","2006M05","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200605","2006M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200606","2006M06","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200606","2006M06","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200606","2006M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200607","2006M07","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200607","2006M07","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200607","2006M07","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200608","2006M08","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200608","2006M08","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200608","2006M08","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200609","2006M09","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200609","2006M09","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200609","2006M09","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200610","2006M10","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200610","2006M10","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200610","2006M10","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200611","2006M11","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200611","2006M11","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200611","2006M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200612","2006M12","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200612","2006M12","TDM01C2","New Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200612","2006M12","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200701","2007M01","TDM01C1","All Vehicle Registrations","Number","0"
"C","Category C (commercial vehicles, agricultural tractors and minibuses (12 + permanent seats))","4","Petrol and electric hybrid","200701","2007M01","TDM01C2","New Vehicle Registrations","Number","0"
